Root,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_619,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH189898.06FU
OTU_620,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_unidentified,Chaetothyriales_unidentified_1,Chaetothyriales_sp|SH201524.06FU
OTU_621,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Bullera,Bullera_sp_VY_120|SH229458.06FU
OTU_622,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_unidentified,Chaetothyriales_unidentified_1,Chaetothyriales_sp|SH219207.06FU
OTU_623,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Polyscytalum,Polyscytalum_sp|SH189867.06FU
OTU_624,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae_unidentified,Mycosphaerellaceae_sp|SH216163.06FU
OTU_625,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Gymnopus,Gymnopus_alkalivirens|SH238302.06FU
OTU_626,Root,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Bensingtonia,Bensingtonia_musae|SH241601.06FU
OTU_627,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma_sp|SH235594.06FU
OTU_628,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH232147.06FU
OTU_629,Root,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_unidentified,Microbotryomycetes_unidentified_1,Microbotryomycetes_unidentified_1,Microbotryomycetes_sp|SH227673.06FU
OTU_630,Root,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Bensingtonia,Bensingtonia_phyllada|SH241566.06FU
OTU_631,Root,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetes_unidentified,Archaeorhizomycetes_unidentified_1,Archaeorhizomycetes_unidentified_1,Archaeorhizomycetes_sp|SH240668.06FU
OTU_632,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis_2,Leptodontidium,Leptodontidium_elatius|SH209223.06FU
OTU_633,Root,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium_reticulatum|SH226604.06FU
OTU_634,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH189980.06FU
OTU_635,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_unidentified,Sordariales_unidentified_1,Sordariales_sp|SH220625.06FU
OTU_636,Root,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Cryptococcus,Cryptococcus_wieringae|SH216503.06FU
OTU_637,Root,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium_inconspicuum|SH236086.06FU
OTU_638,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycenaceae_unidentified,Mycenaceae_sp|SH226932.06FU
OTU_639,Root,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,Archaeosporaceae,Archaeosporaceae_unidentified,Archaeosporaceae_sp|SH196441.06FU
OTU_640,Root,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_angusta|SH233917.06FU
OTU_641,Root,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,Chloridium_sp|SH234450.06FU
OTU_642,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Lacrymaria,Lacrymaria_lacrymabunda|SH208928.06FU
OTU_643,Root,Fungi,Basidiomycota,Basidiomycota_unidentified,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1_1,Basidiomycota_sp|SH239325.06FU
OTU_644,Root,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Eutypa,Eutypa_sparsa|SH209842.06FU
OTU_645,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis_2,Rhexocercosporidium,Rhexocercosporidium_panacis|SH204719.06FU
OTU_646,Root,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_sp_PL_AUS_010|SH199228.06FU
OTU_647,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Phacellium,Phacellium_veronicae|SH216161.06FU
OTU_648,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH204738.06FU
OTU_649,Root,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Incertae_sedis_31,Eucasphaeria,Eucasphaeria_capensis|SH230366.06FU
OTU_650,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_abortivum|SH200896.06FU
OTU_651,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unidentified,Hypocreales_unidentified_1,Hypocreales_sp|SH205601.06FU
OTU_652,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH237423.06FU
OTU_653,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,Geotrichum_sp_olrim943|SH197416.06FU
OTU_654,Root,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistaceae_unidentified,Teloschistaceae_sp|SH224350.06FU
OTU_655,Root,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_caulivora|SH194728.06FU
OTU_656,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Dipodascaceae_unidentified,Dipodascaceae_sp|SH197415.06FU
OTU_657,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus_caudatus|SH203853.06FU
OTU_658,Root,Fungi,Basidiomycota,Wallemiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,Geminibasidium_sp|SH204173.06FU
OTU_659,Root,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH215427.06FU
OTU_660,Root,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_sp_PL_AUS_Ad014|SH236288.06FU
OTU_661,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia_sp|SH212832.06FU
OTU_662,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Myrothecium,Myrothecium_inundatum|SH199494.06FU
OTU_663,Root,Fungi,Basidiomycota,Incertae_sedis_4,Malasseziales,Incertae_sedis_5,Malassezia,Malassezia_globosa|SH190404.06FU
OTU_664,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH233268.06FU
OTU_665,Root,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_globulifera|SH235686.06FU
OTU_666,Root,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletaceae_unidentified,Boletaceae_sp|SH238856.06FU
OTU_667,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis_2,Xylogone,Xylogone_sphaerospora|SH228826.06FU
OTU_668,Root,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Carestiella,Carestiella_socia|SH212638.06FU
OTU_669,Root,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Byssolomataceae,Fellhanera,Fellhanera_bouteillei|SH227372.06FU
OTU_670,Root,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces_cryophilus|SH239688.06FU
OTU_671,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH196178.06FU
OTU_672,Root,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,Stereum_sp_Vega464|SH217926.06FU
OTU_673,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena_flavoalba|SH192538.06FU
OTU_674,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_xanthorrhoeae|SH189981.06FU
OTU_675,Root,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis_8,Myxotrichaceae,Oidiodendron,Oidiodendron_chlamydosporicum|SH217745.06FU
OTU_676,Root,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH196053.06FU
OTU_677,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH234809.06FU
OTU_678,Root,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_unidentified,Thelephoraceae_sp|SH202708.06FU
OTU_679,Root,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiales_unidentified,Venturiales_unidentified_1,Venturiales_sp|SH224254.06FU
OTU_680,Root,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,Stereum_sp_HE2794|SH217929.06FU
OTU_681,Root,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Magnaporthaceae,Mycoleptodiscus,Mycoleptodiscus_sp_R_4426|SH214064.06FU
OTU_682,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis_17,Capnobotryella,Capnobotryella_sp|SH239983.06FU
OTU_683,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Zygophiala,Zygophiala_wisconsinensis|SH232272.06FU
OTU_684,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_unidentified,Agaricomycetes_unidentified_1,Agaricomycetes_unidentified_1,Agaricomycetes_sp|SH211520.06FU
OTU_685,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH204738.06FU
OTU_686,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH221641.06FU
OTU_687,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_yarrowii|SH215119.06FU
OTU_688,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Postia,Postia_stiptica|SH203214.06FU
OTU_689,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH194649.06FU
OTU_690,Root,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Incertae_sedis_61,Operculomyces,Operculomyces_laminatus|SH208245.06FU
OTU_691,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_subbrunneus|SH223149.06FU
OTU_692,Root,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH228359.06FU
OTU_693,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Ascochyta,Ascochyta_sp|SH233952.06FU
OTU_694,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomiaceae_unidentified,Chaetomiaceae_sp|SH234920.06FU
OTU_695,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp|SH198017.06FU
OTU_696,Root,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Mastigobasidium,Mastigobasidium_intermedium|SH212310.06FU
OTU_697,Root,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Valsa,Valsa_abietis|SH211798.06FU
OTU_698,Root,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriales_unidentified,Chaetosphaeriales_unidentified_1,Chaetosphaeriales_sp|SH197928.06FU
OTU_699,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,Lachnum_sp|SH189775.06FU
OTU_700,Root,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeriaceae_unidentified,Chaetosphaeriaceae_sp|SH234442.06FU
OTU_701,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Mycocentrospora,Mycocentrospora_acerina|SH196685.06FU
OTU_702,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_lamellibrachiae|SH227552.06FU
OTU_703,Root,Fungi,Ascomycota,Leotiomycetes,Leotiales,Leotiaceae,Alatospora,Alatospora_sp|SH207341.06FU
OTU_704,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete,Hymenochaete_tenuis|SH239548.06FU
OTU_705,Root,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Cryptococcus,Cryptococcus_sp|SH203520.06FU
OTU_706,Root,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_viticola|SH201050.06FU
OTU_707,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_ruber|SH219452.06FU
OTU_708,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae_unidentified,Mycosphaerellaceae_sp|SH216154.06FU
OTU_709,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Stagonospora,Stagonospora_pseudovitensis|SH199974.06FU
OTU_710,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH196875.06FU
OTU_711,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Periconia,Periconia_sp|SH196127.06FU
OTU_712,Root,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_unidentified,Leotiomycetes_unidentified_1,Leotiomycetes_unidentified_1,Leotiomycetes_sp|SH222321.06FU
OTU_713,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH233466.06FU
OTU_714,Root,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Incertae_sedis_41,Erythrobasidium,Erythrobasidium_hasegawianum|SH239324.06FU
OTU_715,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unidentified,Hypocreales_unidentified_1,Hypocreales_sp|SH197946.06FU
OTU_716,Root,Fungi,Basidiomycota,Exobasidiomycetes,Incertae_sedis_44,Incertae_sedis_45,Meira,Meira_miltonrushii|SH211045.06FU
OTU_717,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_lamellibrachiae|SH227552.06FU
OTU_718,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH234446.06FU
OTU_719,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratosphaeria,Teratosphaeria_knoxdavesii|SH189977.06FU
OTU_720,Root,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,Sebacina_incrustans|SH231598.06FU
OTU_721,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronemataceae_unidentified,Pyronemataceae_sp|SH212588.06FU
OTU_722,Root,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina_confusa|SH211014.06FU
OTU_723,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH218023.06FU
OTU_724,Root,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium_inconspicuum|SH236086.06FU
OTU_725,Root,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypotrachyna,Hypotrachyna_sinuosa|SH236582.06FU
OTU_726,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporales_unidentified,Polyporales_unidentified_1,Polyporales_sp|SH210790.06FU
OTU_727,Root,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys_musiformis|SH205688.06FU
OTU_728,Root,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Ambarignomonia,Ambarignomonia_petiolorum|SH226153.06FU
OTU_729,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_unidentified,Agaricales_unidentified_1,Agaricales_sp|SH227685.06FU
OTU_730,Root,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Endothiella,Endothiella_sp|SH199246.06FU
OTU_731,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_unidentified,Hymenochaetales_unidentified_1,Hymenochaetales_sp|SH229188.06FU
OTU_732,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Ascobolus_sp|SH226965.06FU
OTU_733,Root,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina_sp|SH211009.06FU
OTU_734,Root,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,Peltigera_ulcerata|SH204410.06FU
OTU_735,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
OTU_736,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hebeloma,Hebeloma_cavipes|SH200121.06FU
OTU_737,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH234886.06FU
OTU_738,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_linderae|SH223151.06FU
OTU_739,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Viridispora,Viridispora_sp|SH206823.06FU
OTU_740,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_wuzhishanensis|SH197673.06FU
OTU_741,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronemataceae_unidentified,Pyronemataceae_sp|SH238632.06FU
OTU_742,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH194649.06FU
OTU_743,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Pulchromyces,Pulchromyces_fimicola|SH227367.06FU
OTU_744,Root,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium_reticulatum|SH226604.06FU
OTU_745,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_buffonii|SH211124.06FU
OTU_746,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Setosphaeria,Setosphaeria_turcica|SH224861.06FU
OTU_747,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metacordyceps,Pochonia_chlamydosporia_var_spinulospora|SH211314.06FU
OTU_748,Root,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Incertae_sedis_20,Ophiognomonia,Ophiognomonia_sogonovii|SH226094.06FU
OTU_749,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Massarina,Massarina_eburnea|SH240168.06FU
OTU_750,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,Helvella_aff_sulcata_UC_1999240|SH237534.06FU
OTU_751,Root,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturiaceae_unidentified,Venturiaceae_sp|SH238395.06FU
OTU_752,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Pochonia,Pochonia_bulbillosa|SH219443.06FU
OTU_753,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Mollisia,Mollisia_sp_2_ICMP_18812|SH213482.06FU
OTU_754,Root,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_unidentified,Thelephoraceae_sp|SH222913.06FU
OTU_755,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis_2,Cadophora,Cadophora_sp_29d|SH215713.06FU
OTU_756,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH234355.06FU
OTU_757,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH196178.06FU
OTU_758,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Pulchromyces,Pulchromyces_fimicola|SH227367.06FU
OTU_759,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_lamellibrachiae|SH227552.06FU
OTU_760,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_hainanensis|SH197670.06FU
OTU_761,Root,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Terramycetaceae,Terramyces,Terramyces_subangulosum|SH199222.06FU
OTU_762,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH209348.06FU
OTU_763,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Coniothyrium,Coniothyrium_sidae|SH196237.06FU
OTU_764,Root,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium_bisporum|SH236471.06FU
OTU_765,Root,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Cryptococcus,Cryptococcus_arrabidensis|SH231180.06FU
OTU_766,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH195261.06FU
OTU_767,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH230788.06FU
OTU_768,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellomycetes_unidentified,Tremellomycetes_unidentified_1,Tremellomycetes_unidentified_1,Tremellomycetes_sp|SH198309.06FU
OTU_769,Root,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Umbelopsidaceae,Umbelopsis,Umbelopis_ramanniana_var_angulispora|SH239131.06FU
OTU_770,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_unidentified,Capnodiales_unidentified_1,Capnodiales_sp|SH195240.06FU
OTU_771,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypocreaceae_unidentified,Hypocreaceae_sp|SH211675.06FU
OTU_772,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH197326.06FU
OTU_773,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Fellomyces,Fellomyces_mexicanus|SH195541.06FU
OTU_774,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH227424.06FU
OTU_775,Root,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Physciaceae,Phaeophyscia,Phaeophyscia_aff._ciliata|SH191322.06FU
OTU_776,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH236807.06FU
OTU_777,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Vermispora,Vermispora_sp_YXJ13_5|SH202361.06FU
OTU_778,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Polyporaceae_unidentified,Polyporaceae_sp|SH226700.06FU
OTU_779,Root,Fungi,Basidiomycota,Basidiomycota_unidentified,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1_1,Basidiomycota_sp|SH219219.06FU
OTU_780,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH219391.06FU
OTU_781,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Penidiella,Penidiella_pseudotasmaniensis|SH222893.06FU
OTU_782,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH209312.06FU
OTU_783,Root,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Hypoxylon_submonticulosum|SH236019.06FU
OTU_784,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_auriculariae|SH219416.06FU
